hero,slot,ability,behavior,cast_point,damage_type,is_shard,is_scepter,anim_entry,anim_role,anim_instant_target,THREATS_ON_SELF,DISPLACEMENT_AFFORDANCE,ABILITY_TO_THREAT,THREAT_TIMING,THREAT_CATEGORY,THREAT_SEVERITY,LOTUS_WORTHY_INCOMING,ENEMY_CHANNEL_MODIFIERS,THREAT_TETHER_RANGE
mirana,10,special_bonus_unique_mirana_3,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
mirana,11,special_bonus_unique_mirana_6,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
mirana,12,special_bonus_unique_mirana_5,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
mirana,13,special_bonus_unique_mirana_1,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
mirana,14,special_bonus_unique_mirana_7,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
mirana,15,special_bonus_unique_mirana_quiver_damage,,,,,,,,,,,,,,,,,
mirana,16,special_bonus_unique_mirana_2,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
mirana,17,special_bonus_unique_mirana_4,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
monkey_king,1,monkey_king_boundless_strike,DOTA_ABILITY_BEHAVIOR_NORMAL_WHEN_STOLEN|DOTA_ABILITY_BEHAVIOR_POINT,0.4,DAMAGE_TYPE_PHYSICAL,,,,,,,,,,,,,,
monkey_king,2,monkey_king_tree_dance,DOTA_ABILITY_BEHAVIOR_ROOT_DISABLES|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.2,,,,,,,,,,,,,,,
monkey_king,3,monkey_king_primal_spring,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_CHANNELLED|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_OVERSHOOT|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_ROOT_DISABLES,0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
monkey_king,4,monkey_king_jingu_mastery,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,DAMAGE_TYPE_PHYSICAL,,,,,,,,,,,,,,
monkey_king,5,monkey_king_mischief,DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK|DOTA_ABILITY_BEHAVIOR_DONT_RESUME_MOVEMENT|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
monkey_king,6,monkey_king_wukongs_command,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_NORMAL_WHEN_STOLEN|DOTA_ABILITY_BEHAVIOR_POINT,1,DAMAGE_TYPE_PHYSICAL,,,,,,,,,,,,,,
monkey_king,7,monkey_king_primal_spring_early,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_PSEUDO_QUEUE|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.0 0.0 0.0 0.0,,,,,,,,,,,,,,,
monkey_king,8,monkey_king_transfiguration,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_PSEUDO_QUEUE|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_ROOT_DISABLES|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,0.3,,,,,,,,,,,,,,,
monkey_king,10,special_bonus_unique_monkey_king_7,,,,,,,,,,,,,,,,,
monkey_king,11,special_bonus_unique_monkey_king_9,,,,,,,,,,,,,,,,,
monkey_king,12,special_bonus_unique_monkey_king_8,,,,,,,,,,,,,,,,,
monkey_king,13,special_bonus_unique_monkey_king_2,,,,,,,,,,,,,,,,,
monkey_king,14,special_bonus_unique_monkey_king_3,,,,,,,,,,,,,,,,,
monkey_king,15,special_bonus_unique_monkey_king_10,,,,,,,,,,,,,,,,,
monkey_king,16,special_bonus_unique_monkey_king_11,,,,,,,,,,,,,,,,,
monkey_king,17,special_bonus_unique_monkey_king_6,,,,,,,,,,,,,,,,,
morphling,1,morphling_waveform,DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_POINT|DOTA_ABILITY_BEHAVIOR_ROOT_DISABLES,0.25,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
morphling,2,morphling_adaptive_strike_agi,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.25,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,,1,,1,1,1,1,,,
morphling,3,morphling_ebb_and_flow,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
morphling,4,morphling_morph_agi,DOTA_ABILITY_BEHAVIOR_NO_TARGET|DOTA_ABILITY_BEHAVIOR_TOGGLE,0,,,,,,,,,,,,,,,
morphling,5,morphling_morph_str,DOTA_ABILITY_BEHAVIOR_NO_TARGET|DOTA_ABILITY_BEHAVIOR_TOGGLE,0,,,,,,,,,,,,,,,
morphling,6,morphling_replicate,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.25,,,,,,,,,,,,,,,
morphling,7,morphling_morph_replicate,DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK|DOTA_ABILITY_BEHAVIOR_DONT_RESUME_MOVEMENT|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
morphling,15,special_bonus_magic_resistance_15,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
morphling,16,special_bonus_unique_morphling_8,,,,,,,,,,,,,,,,,
morphling,17,special_bonus_unique_morphling_1,,,,,,,,,,,,,,,,,
muerta,1,muerta_dead_shot,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET|DOTA_ABILITY_BEHAVIOR_VECTOR_TARGETING,0.15,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,,1,,1,1,1,1,,,
muerta,2,muerta_the_calling,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_CAN_SELF_CAST|DOTA_ABILITY_BEHAVIOR_POINT,0.1,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
muerta,3,muerta_gunslinger,DOTA_ABILITY_BEHAVIOR_IGNORE_SILENCE|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET|DOTA_ABILITY_BEHAVIOR_TOGGLE,0,,,,,,,,,,,,,,,
muerta,4,muerta_spectral_slug,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.2,DAMAGE_TYPE_MAGICAL,1,,,,,,,,,,,,,
muerta,6,muerta_pierce_the_veil,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
muerta,7,muerta_supernatural,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
muerta,10,special_bonus_unique_muerta_dead_shot_range,,,,,,,,,,,,,,,,,
muerta,11,special_bonus_attack_speed_20,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
muerta,12,special_bonus_unique_muerta_calling_hp_regen,,,,,,,,,,,,,,,,,
muerta,13,special_bonus_intelligence_15,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
muerta,14,special_bonus_unique_muerta_pierce_the_veil_duration,,,,,,,,,,,,,,,,,
muerta,15,special_bonus_unique_muerta_the_calling_num_revenants,,,,,,,,,,,,,,,,,
muerta,16,special_bonus_unique_muerta_gunslinger_double_shot_chance,,,,,,,,,,,,,,,,,
muerta,17,special_bonus_unique_muerta_dead_shot_charges,,,,,,,,,,,,,,,,,
naga_siren,1,naga_siren_mirror_image,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.4,,,,,,,,,,,,,,,
naga_siren,2,naga_siren_ensnare,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.3,,,,1,hard_disable,,,,1,1,1,1,,,
naga_siren,3,naga_siren_rip_tide,DOTA_ABILITY_BEHAVIOR_PASSIVE,0 0 0 0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
naga_siren,4,naga_siren_reel_in,DOTA_ABILITY_BEHAVIOR_CHANNELLED|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
naga_siren,5,naga_siren_eelskin,DOTA_ABILITY_BEHAVIOR_PASSIVE|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES|DOTA_ABILITY_BEHAVIOR_SKIP_FOR_KEYBINDS,0,DAMAGE_TYPE_NONE,,,,,,,,,,,,,,
naga_siren,6,naga_siren_song_of_the_siren,DOTA_ABILITY_BEHAVIOR_NO_TARGET,1,,,,1,hard_disable,,1,,1,1,1,1,,,
naga_siren,7,naga_siren_song_of_the_siren_cancel,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0 0 0,,,,,,,,,,,,,,,
naga_siren,10,special_bonus_unique_naga_siren_reel_in_speed,,,,,,,,,,,,,,,,,
naga_siren,11,special_bonus_unique_naga_siren_2,,,,,,,,,,,,,,,,,
naga_siren,12,special_bonus_unique_naga_siren_4,,,,,,,,,,,,,,,,,
naga_siren,13,special_bonus_unique_naga_siren_3,,,,,,,,,,,,,,,,,
naga_siren,14,special_bonus_unique_naga_siren_5,,,,,,,,,,,,,,,,,
naga_siren,15,special_bonus_unique_naga_siren,,,,,,,,,,,,,,,,,
naga_siren,16,special_bonus_unique_naga_siren_6,,,,,,,,,,,,,,,,,
naga_siren,17,special_bonus_agility_25,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
necrolyte,1,necrolyte_death_pulse,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.0 0.0 0.0 0.0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
necrolyte,2,necrolyte_ghost_shroud,DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
necrolyte,3,necrolyte_heartstopper_aura,DOTA_ABILITY_BEHAVIOR_AURA|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,DAMAGE_TYPE_MAGICAL,,,,,,1,,1,,,,,,
necrolyte,4,necrolyte_death_seeker,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_ROOT_DISABLES|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.2,DAMAGE_TYPE_MAGICAL,1,,,,,,,,,,,,,
necrolyte,5,necrolyte_sadist,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
necrolyte,6,necrolyte_reapers_scythe,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.45,DAMAGE_TYPE_MAGICAL,,,1,ult_burst,,1,,1,1,1,1,,,
necrolyte,10,special_bonus_unique_necrophos_6,,,,,,,,,,,,,,,,,
necrolyte,11,special_bonus_unique_necrophos_heartstopper_regen_duration,,,,,,,,,,,,,,,,,
necrolyte,12,special_bonus_unique_necrophos_3,,,,,,,,,,,,,,,,,
necrolyte,13,special_bonus_unique_necrophos_4,,,,,,,,,,,,,,,,,
necrolyte,14,special_bonus_spell_aoe_75,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
necrolyte,15,special_bonus_unique_necrophos_5,,,,,,,,,,,,,,,,,
necrolyte,16,special_bonus_unique_necrophos_reaper_scythe_damage_per_health,,,,,,,,,,,,,,,,,
necrolyte,17,special_bonus_unique_necrophos,,,,,,,,,,,,,,,,,
nevermore,1,nevermore_shadowraze1,DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.55,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
nevermore,2,nevermore_shadowraze2,DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.55,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
nevermore,3,nevermore_shadowraze3,DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.55,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
nevermore,4,nevermore_frenzy,DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
nevermore,5,nevermore_dark_lord,DOTA_ABILITY_BEHAVIOR_AURA|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
nevermore,6,nevermore_requiem,DOTA_ABILITY_BEHAVIOR_NORMAL_WHEN_STOLEN|DOTA_ABILITY_BEHAVIOR_NO_TARGET,1.67 1.67 1.67,DAMAGE_TYPE_MAGICAL,,,,,,1,,,,1,1,,,
nevermore,7,nevermore_necromastery,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
nevermore,10,special_bonus_unique_nevermore_7,,,,,,,,,,,,,,,,,
nevermore,11,special_bonus_unique_nevermore_4,,,,,,,,,,,,,,,,,
nevermore,12,special_bonus_unique_nevermore_3,,,,,,,,,,,,,,,,,
nevermore,13,special_bonus_unique_nevermore_frenzy_max_collection_count,,,,,,,,,,,,,,,,,
nevermore,14,special_bonus_unique_nevermore_1,,,,,,,,,,,,,,,,,
nevermore,15,special_bonus_unique_nevermore_6,,,,,,,,,,,,,,,,,
nevermore,16,special_bonus_unique_nevermore_frenzy_castspeed,,,,,,,,,,,,,,,,,
nevermore,17,special_bonus_unique_nevermore_raze_procsattacks,,,,,,,,,,,,,,,,,
night_stalker,1,night_stalker_void,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.3 0.3 0.3 0.3,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,,1,,1,,1,1,,,
night_stalker,2,night_stalker_crippling_fear,DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
night_stalker,3,night_stalker_midnight_feast,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
night_stalker,4,night_stalker_hunter_in_the_night,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
night_stalker,6,night_stalker_darkness,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.3 0.3 0.3,DAMAGE_TYPE_PHYSICAL,,,,,,,,,,,,,,
night_stalker,10,special_bonus_unique_night_stalker_4,,,,,,,,,,,,,,,,,
night_stalker,11,special_bonus_unique_night_stalker_crippling_fear_damage,,,,,,,,,,,,,,,,,
night_stalker,12,special_bonus_unique_night_stalker_3,,,,,,,,,,,,,,,,,
night_stalker,13,special_bonus_unique_night_stalker_hunter_status_resist,,,,,,,,,,,,,,,,,
night_stalker,14,special_bonus_unique_night_stalker_crippling_fear_radius,,,,,,,,,,,,,,,,,
night_stalker,15,special_bonus_strength_15,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
night_stalker,16,special_bonus_unique_night_stalker_2,,,,,,,,,,,,,,,,,
night_stalker,17,special_bonus_unique_night_stalker,,,,,,,,,,,,,,,,,
nyx_assassin,1,nyx_assassin_impale,DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_POINT,0.3,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,,1,,1,1,1,1,,,
nyx_assassin,2,nyx_assassin_jolt,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.4 0.4 0.4 0.4,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
nyx_assassin,3,nyx_assassin_spiked_carapace,DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0 0 0 0,,,,,,,,,,,,,,,
nyx_assassin,4,nyx_assassin_burrow,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_NO_TARGET|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES,1.5,,,1,,,,,,,,,,,,
nyx_assassin,5,nyx_assassin_neuro_sting,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
nyx_assassin,6,nyx_assassin_vendetta,DOTA_ABILITY_BEHAVIOR_IGNORE_CHANNEL|DOTA_ABILITY_BEHAVIOR_IMMEDIATE|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,DAMAGE_TYPE_PURE,,,1,gap_close,,1,,1,1,1,1,,,
nyx_assassin,7,nyx_assassin_unburrow,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_IGNORE_BACKSWING|DOTA_ABILITY_BEHAVIOR_NO_TARGET,0,,,,,,,,,,,,,,,
nyx_assassin,10,special_bonus_unique_nyx_4,,,,,,,,,,,,,,,,,
nyx_assassin,11,special_bonus_unique_nyx_3,,,,,,,,,,,,,,,,,
nyx_assassin,12,special_bonus_unique_nyx_vendetta_damage,,,,,,,,,,,,,,,,,
nyx_assassin,13,special_bonus_unique_nyx_jolt_cooldown,,,,,,,,,,,,,,,,,
nyx_assassin,14,special_bonus_unique_nyx_6,,,,,,,,,,,,,,,,,
nyx_assassin,15,special_bonus_unique_nyx_2,,,,,,,,,,,,,,,,,
nyx_assassin,16,special_bonus_unique_nyx,,,,,,,,,,,,,,,,,
nyx_assassin,17,special_bonus_agility_80,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
obsidian_destroyer,1,obsidian_destroyer_arcane_orb,DOTA_ABILITY_BEHAVIOR_ATTACK|DOTA_ABILITY_BEHAVIOR_AUTOCAST|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0,DAMAGE_TYPE_PURE,,,,,,,,,,,,,,
obsidian_destroyer,2,obsidian_destroyer_astral_imprisonment,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.3,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,1,1,,1,1,1,1,,,
obsidian_destroyer,3,obsidian_destroyer_objurgation,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.2,,,,,,,,,,,,,,,
obsidian_destroyer,5,obsidian_destroyer_equilibrium,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_PASSIVE,0.75,,,,,,,,,,,,,,,
obsidian_destroyer,6,obsidian_destroyer_sanity_eclipse,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_POINT,0.25 0.25 0.25,DAMAGE_TYPE_MAGICAL,,,1,ult_burst,,1,,1,1,1,1,,,
obsidian_destroyer,10,special_bonus_unique_outworld_devourer_astral_castrange,,,,,,,,,,,,,,,,,
obsidian_destroyer,11,special_bonus_mp_200,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
obsidian_destroyer,12,special_bonus_unique_outworld_devourer_flux_restore,,,,,,,,,,,,,,,,,
obsidian_destroyer,13,special_bonus_unique_outworld_devourer_3,,,,,,,,,,,,,,,,,
obsidian_destroyer,14,special_bonus_unique_outworld_devourer_barrier,,,,,,,,,,,,,,,,,
obsidian_destroyer,15,special_bonus_unique_outworld_devourer_4,,,,,,,,,,,,,,,,,
obsidian_destroyer,16,special_bonus_unique_outworld_devourer,,,,,,,,,,,,,,,,,
obsidian_destroyer,17,special_bonus_unique_outworld_devourer_5,,,,,,,,,,,,,,,,,
ogre_magi,1,ogre_magi_fireblast,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.45,DAMAGE_TYPE_MAGICAL,,,1,hard_disable,,1,,1,,1,1,,,
ogre_magi,2,ogre_magi_ignite,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.35,DAMAGE_TYPE_MAGICAL,,,,,,,,,,,,,,
ogre_magi,3,ogre_magi_bloodlust,DOTA_ABILITY_BEHAVIOR_AUTOCAST|DOTA_ABILITY_BEHAVIOR_DONT_RESUME_ATTACK|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.45,,,,,,,,,,,,,,,
ogre_magi,4,ogre_magi_unrefined_fireblast,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.45,DAMAGE_TYPE_MAGICAL,,1,,,,,,1,,,,,,
ogre_magi,5,ogre_magi_smash,DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.2,DAMAGE_TYPE_MAGICAL,1,,,,,,,,,,,,,
ogre_magi,6,ogre_magi_dumb_luck,DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_PASSIVE|DOTA_ABILITY_BEHAVIOR_SHOW_IN_GUIDES|DOTA_ABILITY_BEHAVIOR_SKIP_FOR_KEYBINDS,0,DAMAGE_TYPE_NONE,,,,,,,,,,,,,,
ogre_magi,7,ogre_magi_multicast,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ogre_magi,10,special_bonus_unique_ogre_magi_4,,,,,,,,,,,,,,,,,
ogre_magi,11,special_bonus_unique_ogre_magi_dumb_luck_mana,,,,,,,,,,,,,,,,,
ogre_magi,12,special_bonus_attack_damage_80,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ogre_magi,13,special_bonus_unique_ogre_magi,,,,,,,,,,,,,,,,,
ogre_magi,14,special_bonus_strength_30,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
ogre_magi,15,special_bonus_unique_ogre_magi_2,,,,,,,,,,,,,,,,,
ogre_magi,16,special_bonus_unique_ogre_magi_3,,,,,,,,,,,,,,,,,
ogre_magi,17,special_bonus_unique_ogre_magi_multicast_chance,,,,,,,,,,,,,,,,,
omniknight,1,omniknight_purification,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.2,DAMAGE_TYPE_PURE,,,,,,,,,,,,,,
omniknight,2,omniknight_martyr,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.3,,,,,,,,,,,,,,,
omniknight,3,omniknight_hammer_of_purity,DOTA_ABILITY_BEHAVIOR_ATTACK|DOTA_ABILITY_BEHAVIOR_AUTOCAST|DOTA_ABILITY_BEHAVIOR_IGNORE_SILENCE|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0,DAMAGE_TYPE_PURE,,,,,,,,,,,,,,
omniknight,4,omniknight_degen_aura,DOTA_ABILITY_BEHAVIOR_AURA|DOTA_ABILITY_BEHAVIOR_FORCE_NO_INNATE_UI|DOTA_ABILITY_BEHAVIOR_HIDDEN|DOTA_ABILITY_BEHAVIOR_NOT_LEARNABLE|DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
omniknight,6,omniknight_guardian_angel,DOTA_ABILITY_BEHAVIOR_NO_TARGET,0.4,,,,,,,,,,,,,,,
omniknight,10,special_bonus_unique_omniknight_2,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
omniknight,11,special_bonus_attack_base_damage_30,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
omniknight,12,special_bonus_unique_omniknight_3,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
omniknight,13,special_bonus_unique_omniknight_7,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
omniknight,14,special_bonus_unique_omniknight_degen_aura_radius,,,,,,,,,,,,,,,,,
omniknight,15,special_bonus_unique_omniknight_6,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
omniknight,16,special_bonus_unique_omniknight_1,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
omniknight,17,special_bonus_unique_omniknight_4,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
oracle,1,oracle_fortunes_end,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_CHANNELLED|DOTA_ABILITY_BEHAVIOR_DONT_CANCEL_CHANNEL|DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0,DAMAGE_TYPE_MAGICAL,,,1,channel_start,1,1,,1,,,,,,
oracle,2,oracle_fates_edict,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.3,,,,,,,,,,,,,,,
oracle,3,oracle_purifying_flames,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.1,DAMAGE_TYPE_MAGICAL,,,,,,1,,1,,,,,,
oracle,4,oracle_rain_of_destiny,DOTA_ABILITY_BEHAVIOR_AOE|DOTA_ABILITY_BEHAVIOR_POINT,0.2,DAMAGE_TYPE_MAGICAL,1,,,,,,,,,,,,,
oracle,5,oracle_diviners_deck,DOTA_ABILITY_BEHAVIOR_PASSIVE,0,,,,,,,,,,,,,,,
oracle,6,oracle_false_promise,DOTA_ABILITY_BEHAVIOR_UNIT_TARGET,0.3,,,,,,,,,,,,,,,
